HOTEL,ANIO,MES,ESCENARIO,RN,HABITACIONES,ROOMS_REV_ALOJAMIENTO,ROOMS_REV_UPGRADES,ROOMS_REV_OTROS,ROOMS_REVENUE,FOOD_REVENUE,BEVERAGE_REVENUE,BANQUETS_REVENUE,FB_PENSION,DAY_PASS,FB_REVENUE,OTHER_DEPT_REVENUE,MISC_INCOME,OPERATING_REVENUE,AR,ROOMS_PERSONNEL,ROOMS_OTHER_EXPENSES,ROOMS_OPEX,FOOD_COST,BEVERAGE_COST,FB_COST,FB_PERSONNEL,FB_OTHER_EXPENSES,FB_OPEX,OPERATING_EXPENSES,ROOMS_PROFIT,FB_PROFIT,TOTAL_DEPT_PROFIT,UNDISTRIB_OPEX,GOP
Hotel Cosmos,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Cosmos,2026,6,BUDGET,11414,14816,7940448.74,613219.55,0.00,8553668.29,1536708.71,1542438.72,93639.91,379667.12,0.00,3552454.46,40223.99,41392.42,12187739.17,1067.74,-847205.91,-1287141.93,-2134347.84,-469400.49,-270440.00,-739840.49,-1341059.78,-244363.57,-2325263.84,-4459611.68,6419320.46,1227190.62,7728127.49,-1508970.44,6219157.05
Hotel Cosmos,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Cosmos,2026,7,BUDGET,13328,15438,11672893.20,822275.60,0.00,12495168.80,2025972.19,1845342.00,15010.80,391212.00,0.00,4277536.99,42132.92,41740.26,16856578.98,1264.71,-926972.99,-1792046.78,-2719019.77,-527402.70,-360458.60,-887861.30,-1378854.51,-268846.22,-2535562.04,-5254581.81,9776149.03,1741974.95,11601997.17,-1580560.69,10021436.48
Hotel Cosmos,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Cosmos,2026,8,BUDGET,13862,15953,12248176.88,875473.37,4233.36,13127883.61,1985188.50,1966038.60,20967.16,376219.72,0.00,4348413.98,58310.90,43131.60,17577740.09,1268.06,-985320.99,-1838769.36,-2824090.35,-538706.02,-365485.16,-904191.18,-1423855.69,-258463.41,-2586510.27,-5410600.63,10303793.26,1761903.71,12167139.47,-1543160.58,10623978.88
Hotel Cosmos,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Cosmos,2026,9,BUDGET,10054,12201,6832947.10,420636.58,0.00,7253583.68,1085526.28,1131818.66,145507.46,333024.58,0.00,2695876.98,34054.12,34087.88,10017602.66,996.40,-755154.50,-1037388.58,-1792543.08,-321634.53,-222000.83,-543635.36,-1030540.67,-156199.71,-1730375.74,-3522918.82,5461040.60,965501.25,6494683.84,-1122279.85,5372404.00
Hotel Cosmos,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Cosmos,2026,10,BUDGET,2868,4414,1778648.25,47907.01,0.00,1826555.26,386487.42,272984.39,38177.43,62419.74,0.00,760068.98,31131.98,32348.70,2650104.92,923.99,-398155.06,-270773.31,-668928.37,-107408.19,-58289.81,-165698.00,-460589.16,-63923.88,-690211.03,-1359139.40,1157626.88,69857.95,1290965.51,-688546.66,602418.86
Hotel Cosmos,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Cosmos,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51385.60,51385.60,,-4521.23,-4233.60,-8754.83,0.00,0.00,0.00,-12567.45,-6020.00,-18587.46,-27342.28,-8754.83,-18587.46,24043.31,-203221.39,-179178.08
Hotel Cosmos,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Cosmos,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5386914.06,5386914.06,,5642.00,-48.80,5593.20,0.00,0.00,0.00,-8.85,-5083.34,-5092.19,501.01,5593.20,-5092.19,5387415.07,-328553.88,5058861.20
Hotel Cosmos,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Delfos,2025,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43432.96,43432.96,,0.00,-25.60,-25.60,0.00,0.00,0.00,-17295.42,-929.28,-18224.70,-18250.30,-25.60,-18224.70,25182.66,-269910.57,-244727.92
Hotel Delfos,2025,1,REAL,0,0,688.90,0.00,0.00,688.90,-20.98,82.22,0.00,0.00,0.00,61.24,-95.12,38414.29,39069.31,,-15109.83,8009.13,-7100.70,0.00,0.00,0.00,-6917.11,-109.00,-7026.11,-14126.80,-6411.79,-6964.87,24942.50,-178211.45,-153268.94
Hotel Delfos,2025,2,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1336.50,1336.50,,-2933.15,-16.20,-2949.35,0.00,0.00,0.00,-21379.61,-12198.60,-33578.21,-36527.56,-2949.35,-33578.21,-35191.06,-181474.53,-216665.58
Hotel Delfos,2025,2,REAL,0,0,-1248.72,0.00,0.00,-1248.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1303.50,54.78,,-3785.18,-3382.92,-7168.10,0.00,17.03,17.03,-19138.55,-102.70,-19224.22,-26392.32,-8416.83,-19224.22,-26337.54,-202793.93,-229131.47
Hotel Delfos,2025,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19868.20,19868.20,,-95185.57,-3432.00,-98617.57,0.00,0.00,0.00,-135218.72,-13037.20,-148255.92,-246873.49,-98617.57,-148255.92,-227005.29,-430832.49,-657837.78
Hotel Delfos,2025,3,REAL,0,0,10181.31,0.00,0.00,10181.31,0.00,0.00,0.00,60.11,0.00,60.11,0.00,6825.00,17066.42,,-73877.02,-12526.01,-86403.03,-692.49,-46.53,-739.02,-90451.26,-11625.67,-102815.95,-189218.98,-76221.72,-102755.83,-172152.56,-385071.37,-557223.93
Hotel Delfos,2025,4,BUDGET,5398,10116,1276390.05,27686.04,0.00,1304076.09,242347.63,198700.38,37043.51,69201.80,0.00,547293.32,145812.95,8702.00,2005884.36,371.58,-248541.08,-260341.32,-508882.40,-105716.18,-47030.43,-152746.61,-432972.93,-110802.05,-696521.59,-1205403.98,795193.69,-149228.27,800480.38,-677303.63,123176.74
Hotel Delfos,2025,4,REAL,6195,11314,1441603.68,33362.63,0.00,1474966.31,219061.50,185519.95,228408.63,129596.60,0.00,762586.68,167451.34,1854.01,2406858.34,388.53,-292013.63,-232392.98,-524406.62,-159021.87,-54143.69,-213165.56,-480873.37,-67477.15,-761516.08,-1285922.70,950559.69,1070.60,1120935.65,-621678.49,499257.16
Hotel Delfos,2025,5,BUDGET,10895,14366,3225957.39,78217.40,0.00,3304174.79,604456.69,603600.60,228191.66,131085.82,0.00,1567334.77,374972.21,7906.30,5254388.07,482.29,-450724.80,-563030.89,-1013755.69,-250829.28,-127257.64,-378086.92,-714814.99,-132128.12,-1225030.03,-2238785.72,2290419.10,342304.74,3015602.35,-976458.28,2039144.07
Hotel Delfos,2025,5,REAL,13924,19409,4043447.34,108514.02,0.00,4151961.36,726932.18,779640.80,337558.43,213872.00,0.00,2058003.40,496854.86,5498.40,6712318.02,482.06,-600526.74,-619649.69,-1220176.43,-344587.46,-173787.28,-518374.74,-955548.09,-164735.70,-1638658.53,-2858834.96,2931784.93,419344.87,3853483.06,-1298994.07,2554488.99
Hotel Delfos,2025,6,BUDGET,13939,16269,6432470.84,147488.00,0.00,6579958.84,1020662.34,1214420.68,124253.56,190523.30,0.00,2549859.87,565132.41,6856.59,9701807.71,696.01,-616410.10,-1046755.11,-1663165.20,-349258.41,-235877.25,-585135.66,-1007630.63,-261012.65,-1853778.94,-3516944.14,4916793.63,696080.93,6184863.57,-1262672.25,4922191.32
Hotel Delfos,2025,6,REAL,13319,15530,6010659.85,152184.83,0.00,6162844.67,879415.32,1183810.11,108820.60,201731.57,0.00,2373777.60,532095.04,33778.50,9102495.81,683.41,-607023.87,-992546.10,-1599569.97,-320269.71,-233073.19,-553342.90,-1020046.38,-319385.37,-1892774.65,-3492344.61,4563274.71,481002.95,5610151.20,-1233291.20,4376859.99
Hotel Delfos,2025,7,BUDGET,11388,12226,6470516.86,113837.60,0.00,6584354.46,1012186.23,1161307.15,30458.98,156088.80,0.00,2360041.17,498915.97,50326.40,9493637.99,833.65,-475370.95,-1006451.37,-1481822.32,-322602.05,-230768.65,-553370.70,-769270.16,-223191.26,-1545832.11,-3027654.43,5102532.14,814209.05,6465983.56,-1030367.06,5435616.50
Hotel Delfos,2025,7,REAL,16310,17881,8688359.42,169220.56,0.00,8857579.98,1287643.23,1552479.74,35793.28,266004.30,0.00,3141920.55,610162.37,31055.31,12640718.21,775.04,-730526.02,-1413981.96,-2144507.98,-430537.98,-304118.47,-734656.46,-1159871.59,-288125.85,-2182653.90,-4327161.87,6713072.00,959266.66,8313556.34,-1511604.47,6801951.87
Hotel Delfos,2025,8,BUDGET,11441,12226,6718277.12,82409.60,0.00,6800686.72,1108080.75,1343240.82,5642.14,196964.00,0.00,2653927.71,558969.31,5458.40,10019042.14,875.73,-481005.85,-1021673.95,-1502679.80,-355660.55,-272643.39,-628303.94,-783237.26,-240579.46,-1652120.67,-3154800.47,5298006.92,1001807.04,6864241.67,-1025691.89,5838549.78
Hotel Delfos,2025,8,REAL,15852,16811,8703391.11,136597.54,0.00,8839988.65,1362685.50,1614744.98,3289.33,286347.49,0.00,3267067.30,692925.48,5115.00,12805096.43,807.79,-723462.76,-1376026.94,-2099489.70,-455255.86,-333921.34,-789177.19,-1141462.59,-281338.49,-2211978.26,-4311467.96,6740498.95,1055089.04,8493628.46,-1403661.16,7089967.30
Hotel Delfos,2025,9,BUDGET,12490,13444,5046469.19,93763.35,0.00,5140232.54,684350.75,1009521.92,173984.79,179378.02,0.00,2047235.48,656357.83,21839.23,7865665.08,629.77,-551869.00,-820692.41,-1372561.41,-267659.42,-198384.27,-466043.70,-855840.50,-213422.58,-1535306.78,-2907868.19,3767671.13,511928.70,4957796.89,-1056614.63,3901182.26
Hotel Delfos,2025,9,REAL,11774,12438,4584265.47,56273.99,0.00,4640539.47,543981.02,736076.15,268411.95,193161.16,0.00,1741630.28,495080.44,2632.99,6879883.18,584.34,-502010.89,-808259.57,-1310270.46,-257416.50,-162998.75,-420415.25,-805289.99,-210514.74,-1436219.99,-2746490.45,3330269.01,305410.29,4133392.73,-897460.79,3235931.94
Hotel Delfos,2025,10,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1827.50,1827.50,,-84041.80,-1076.95,-85118.75,0.00,0.00,0.00,-182853.44,-61351.30,-244204.74,-329323.50,-85118.75,-244204.74,-327496.00,-254673.89,-582169.89
Hotel Delfos,2025,10,REAL,1120,0,261510.97,479.82,0.00,261990.78,-4787.78,1661.34,21671.57,110117.94,0.00,128663.06,24389.30,1567.02,416610.17,371.90,-100720.51,-84334.48,-185054.99,-56137.97,-35982.75,-92120.72,-209412.89,-38074.05,-339607.65,-524662.64,76935.80,-210944.59,-108052.47,-416517.75,-524570.22
Hotel Delfos,2025,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2464.50,2464.50,,0.00,-317.13,-317.13,0.00,0.00,0.00,-15488.39,-2487.75,-17976.14,-18293.27,-317.13,-17976.14,-15828.77,-168560.61,-184389.38
Hotel Delfos,2025,11,REAL,0,0,3420.88,0.00,0.00,3420.88,683.40,185.75,0.00,0.02,0.00,869.17,1438.55,89097.86,94826.46,,-9151.53,-32441.20,-41592.73,209.63,86.94,296.56,-22016.30,-264.04,-21983.78,-63576.51,-38171.85,-21114.61,31249.95,-161460.93,-130210.98
Hotel Delfos,2025,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106534.96,106534.96,,0.00,-20.60,-20.60,0.00,0.00,0.00,-16623.91,-11.33,-16635.24,-16655.84,-20.60,-16635.24,89879.12,-220655.35,-130776.22
Hotel Delfos,2025,12,REAL,0,0,-6207.81,0.00,0.00,-6207.81,0.00,0.00,0.00,0.00,0.00,0.00,15085.40,176840.78,185718.37,,0.00,-75190.01,-75190.01,956.71,408.31,1365.02,-11958.01,-29301.41,-39894.40,-115084.42,-81397.83,-39894.40,70633.95,-46018.96,24614.99
Hotel Delfos,2026,1,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26240.00,26240.00,,0.00,0.00,0.00,0.00,0.00,0.00,-23839.69,-350.57,-24190.26,-24190.26,0.00,-24190.26,2049.74,-206150.92,-204101.18
Hotel Delfos,2026,1,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,15487.05,15487.04,,0.00,-1966.90,-1966.90,-175.50,0.00,-175.50,-25266.06,0.00,-25441.56,-27408.46,-1966.90,-25441.56,-11921.42,-142196.02,-154117.44
Hotel Delfos,2026,2,BUDGET,0,0,-123.76,0.00,0.00,-123.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-123.76,,0.00,0.00,0.00,0.00,0.00,0.00,-34596.63,-59.50,-34656.13,-34656.13,-123.76,-34656.13,-34779.89,-332793.71,-367573.60
Hotel Delfos,2026,2,REAL,0,0,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11954.29,11954.30,,1.20,7.45,8.64,0.00,0.00,0.00,-33833.13,-201.30,-34034.42,-34025.78,8.66,-34034.42,-22071.48,-186322.85,-208394.33
Hotel Delfos,2026,3,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-4607.28,0.00,-4607.28,0.00,0.00,0.00,-25434.57,-253.60,-25688.17,-30295.44,-4607.28,-25688.17,-30295.44,-244381.14,-274676.58
Hotel Delfos,2026,3,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-7373.30,-2476.13,-9849.43,0.00,0.00,0.00,-36920.75,-3823.77,-40744.52,-50593.95,-9849.43,-40744.52,-50593.95,-217599.86,-268193.81
Hotel Delfos,2026,4,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,-6973.40,-1971.20,-8944.60,0.00,0.00,0.00,-56052.87,-3273.76,-59326.63,-68271.23,-8944.60,-59326.63,-68271.23,-487494.55,-555765.78
Hotel Delfos,2026,4,REAL,0,0,-170104.87,0.00,0.00,-170104.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-170104.87,,0.00,-401.01,-401.01,0.00,0.00,0.00,0.00,0.00,0.00,-401.01,-170505.88,0.00,-170505.88,-21526.49,-192032.37
Hotel Delfos,2026,5,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2095.50,2095.50,,-248463.94,-19551.65,-268015.59,-9652.00,-2730.50,-12382.50,-462923.84,-107615.99,-582922.33,-850937.92,-268015.59,-582922.33,-848842.42,-755828.73,-1604671.15
Hotel Delfos,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-97.60,-97.60
Hotel Delfos,2026,6,BUDGET,6534,14143,3697344.47,73373.00,0.00,3770717.48,1339659.35,1479308.37,19890.38,120479.53,0.00,2959337.62,70308.27,90461.55,6890824.92,1054.67,-658544.75,-584694.28,-1243239.03,-473711.57,-303269.53,-776981.10,-1320937.49,-442621.92,-2540540.51,-3783779.54,2527478.44,418797.11,3107045.38,-1172154.49,1934890.88
Hotel Delfos,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-80.80,-80.80
Hotel Delfos,2026,7,BUDGET,9039,16292,6768277.41,101495.84,0.00,6869773.25,1715675.47,1791960.81,23820.75,161035.51,0.00,3692492.54,98319.77,127484.49,10788070.05,1193.49,-660840.27,-1047286.02,-1708126.28,-585492.47,-374331.83,-959824.30,-1317150.04,-504993.25,-2781967.58,-4490093.87,5161646.97,910524.95,6297976.18,-1292505.33,5005470.85
Hotel Delfos,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Delfos,2026,8,BUDGET,7968,13719,6108102.34,89491.42,0.00,6197593.76,1523599.09,1573187.14,3960.62,177648.48,0.00,3278395.33,89873.99,75627.36,9641490.43,1210.03,-556900.24,-944297.35,-1501197.58,-510171.68,-319910.33,-830082.01,-1109731.82,-419083.20,-2358897.03,-3860094.62,4696396.18,919498.29,5781395.82,-1078302.62,4703093.20
Hotel Delfos,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Delfos,2026,9,BUDGET,8845,16319,4840442.53,99332.49,0.00,4939775.02,1289581.70,1502101.95,60941.15,163771.04,0.00,3016395.84,103207.08,123048.63,8182426.58,925.06,-679572.77,-770396.29,-1449969.06,-475948.33,-316100.22,-792048.55,-1359918.65,-415822.48,-2567789.68,-4017758.74,3489805.96,448606.16,4164667.83,-1209923.36,2954744.47
Hotel Delfos,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Delfos,2026,10,BUDGET,6440,14051,2194923.86,72323.11,0.00,2267246.96,1021455.75,912895.78,94808.21,132801.54,0.00,2161961.29,94031.30,133047.52,4656287.08,723.01,-643431.75,-400931.80,-1044363.56,-355456.73,-225577.25,-581033.98,-1166729.58,-461632.74,-2209396.30,-3253759.86,1222883.41,-47435.01,1402527.22,-1153673.18,248854.04
Hotel Delfos,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Delfos,2026,11,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8460.49,56794.00,65254.49,,-75673.12,-6896.15,-82569.27,0.00,0.00,0.00,-217723.55,-10165.00,-227888.55,-310457.82,-82569.27,-227888.55,-245203.34,-363800.84,-609004.18
Hotel Delfos,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Delfos,2026,12,BUDGET,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140412.67,140412.67,,0.00,0.00,0.00,0.00,0.00,0.00,-48089.87,-5111.22,-53201.09,-53201.09,0.00,-53201.09,87211.58,-304234.70,-217023.12
Hotel Delfos,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,1,BUDGET,3061,3779,658578.03,29124.61,0.00,687702.64,7847.50,933.14,0.00,303994.38,2819.72,315594.74,42770.55,6571.29,1052639.22,343.86,-42593.72,-111262.80,-153856.52,-128839.27,-49357.45,-178196.72,-73722.18,-7116.35,-259035.26,-412891.78,533846.12,56559.48,639747.44,-373059.37,266688.07
Hotel Eclipse,2025,1,REAL,2857,3458,635408.35,23623.41,579.51,659611.26,3288.90,87.91,-424.38,283087.42,3984.71,290024.56,26238.67,4703.38,980577.88,343.26,-41328.21,-77798.23,-119126.44,-112528.66,-40481.94,-153010.60,-72994.61,-5165.34,-231170.56,-350296.99,540484.82,58854.00,630280.89,-299359.63,330921.25
Hotel Eclipse,2025,2,BUDGET,3547,4122,861218.46,33744.54,0.00,894963.00,9092.32,1081.16,0.00,352215.93,3267.01,365656.42,49573.38,7151.56,1317344.35,371.41,-53467.34,-128063.92,-181531.26,-149276.59,-57186.85,-206463.44,-96862.89,-8347.84,-311674.17,-493205.43,713431.74,53982.25,824138.92,-439967.23,384171.68
Hotel Eclipse,2025,2,REAL,2818,3123,618291.05,21763.63,493.23,640547.90,2762.28,393.31,-685.82,281353.57,3939.42,287762.76,32502.46,4796.85,965609.97,342.68,-41778.36,-75594.67,-117373.03,-119900.94,-43763.53,-163664.47,-74047.93,-6650.58,-244362.98,-361736.01,523174.87,43399.78,603873.97,-305804.33,298069.63
Hotel Eclipse,2025,3,BUDGET,3516,4314,905650.24,33453.22,0.00,939103.46,9013.83,1071.83,0.00,349175.27,3238.80,362499.73,49128.33,6980.88,1357712.40,386.12,-51100.50,-121397.09,-172497.59,-147987.89,-56693.16,-204681.05,-89041.59,-8145.55,-301868.19,-474365.79,766605.87,60631.53,883346.61,-430206.01,453140.60
Hotel Eclipse,2025,3,REAL,2825,3922,644211.81,20219.03,335.60,664766.44,1387.95,322.23,-111.72,281212.59,2920.60,285731.66,32460.47,5156.17,988114.74,349.80,-49053.80,-69670.91,-118724.71,-103689.01,-33328.63,-137017.64,-82037.69,-7737.69,-226793.02,-345517.72,546041.74,58938.64,642597.02,-331042.89,311554.13
Hotel Eclipse,2025,4,BUDGET,2771,3381,604445.24,26367.11,0.00,630812.35,7104.50,844.79,0.00,275212.39,2552.75,285714.44,40686.84,5042.56,962256.19,347.20,-41387.18,-97073.11,-138460.29,-117195.14,-44684.32,-161879.46,-72116.33,-6488.00,-240483.80,-378944.09,492352.06,45230.64,583312.10,-349149.43,234162.67
Hotel Eclipse,2025,4,REAL,1233,3830,270884.75,3911.38,159.90,274956.03,475.22,97.14,-112.73,121906.63,5101.83,127468.09,25553.27,1992.74,429970.12,348.66,-41663.13,-26698.57,-68361.70,-50263.97,-13998.33,-64262.31,-58628.07,-4064.33,-126954.71,-195316.41,206594.33,513.38,234653.71,-311635.89,-76982.17
Hotel Eclipse,2025,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Eclipse,2025,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Fenix,2025,1,BUDGET,31536,35881,11207457.98,284629.59,2175.42,11494262.99,20194.88,107442.58,149394.12,2797730.50,10093.58,3084855.68,1289598.42,221415.05,16090132.14,510.21,-806001.65,-1209469.84,-2015471.49,-1146421.59,-422034.15,-1568455.74,-1262116.40,-146405.42,-2976977.55,-4992449.04,9478791.50,107878.12,11097683.09,-3155941.36,7941741.73
Hotel Fenix,2025,1,REAL,35280,42631,12694389.50,263742.58,4197.30,12962329.38,14455.06,126188.51,148767.50,3189249.50,6920.22,3485580.79,1783956.76,243417.37,18475284.30,523.68,-868951.09,-1397142.46,-2266093.55,-1140742.36,-497475.62,-1638217.98,-1389328.25,-156442.24,-3183988.46,-5450082.01,10696235.83,301592.33,13025202.29,-3386391.32,9638810.96
Hotel Fenix,2025,2,BUDGET,24042,27596,8575028.52,272575.85,2709.70,8850314.08,17951.24,107795.12,124629.54,2205240.18,7747.94,2463364.02,1159506.25,175977.85,12649162.20,526.12,-669813.47,-1023534.69,-1693348.16,-875385.42,-318111.84,-1193497.26,-1061459.40,-122368.70,-2377325.37,-4070673.53,7156965.91,86038.65,8578488.67,-2664595.17,5913893.51
